X,Y,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE,LONG_CEN,LAT_CEN,SCH_CLASS,DISTRICT,PIN,MAJOR,MINOR,FEATUREDES,OSPI_CODE
-122.1836283,47.32909291,427,49,19,660,Hazelwood Elementary School-Auburn,Hazelwood,11815 SE 304th St,98092,-122.1836315,47.32909081,10,AUBURN,921059123,92105,9123,School-Elementary,4347
-122.1808626,47.6734272,428,6600030,8631,664,Northstar Middle School,Northstar,12033 NE 80th St,98033,-122.180864,47.67342514,10,LAKE WASHINGTON,925059012,92505,9012,School-Alternative,4167
-122.179811,47.74315243,429,260,109,661,Northshore Jr High School,Northshore,12101 NE 160th St,98011,-122.1798121,47.74315039,10,NORTHSHORE,1626059131,162605,9131,School-Junior High/Middle,4021
-122.3170608,47.32761422,430,6600285,2366,665,Federal Way Memorial Field,Federal Way Memorial Field,1300 S 308th St,98003,-122.317064,47.3276124,10,FEDERAL WAY,821049001,82104,9001,School-Other Facility,0
-122.3156075,47.60114459,431,1175,442502,660,Bailey Gatzert Elementary School,Bailey Gatzert,1301 E Yesler Way,98122,-122.3156093,47.60114275,10,SEATTLE,3319500005,331950,5,School-Elementary,2307
-122.1328544,47.6084979,432,208,118747,660,St. Louise School,St. Louise,133 156th Ave SE,98007,-122.1328561,47.60849572,20,BELLEVUE,3525059044,352505,9044,School-Elementary,0
-122.145325,47.63467143,433,2077,115528,663,Bellevue College-North Campus,Bellevue College-North Campus,14673 NE 29th Pl,98007,-122.1453266,47.63466929,10,BELLEVUE,4306700020,430670,20,School-College or University,0
-122.1411429,47.59208597,434,6600414,90,661,Robinswood Middle School,Robinswood,14844 SE 22nd St,98007,-122.1411446,47.5920838,10,BELLEVUE,224059054,22405,9054,School-Junior High/Middle,0
-122.1407835,47.62586739,435,196,69,661,Highland Middle School,Highland,15027 Bel Red Rd,98007,-122.1407851,47.62586524,10,BELLEVUE,2625059039,262505,9039,School-Junior High/Middle,3166
-122.3079274,47.6344225,436,947,422778,660,Seattle Hebrew Academy,Seattle Hebrew,1617 Interlaken Dr E,98112,-122.307929,47.63442066,20,SEATTLE,2125049015,212504,9015,School-Elementary,0
-122.0047484,47.54680528,437,6600675,905987,660,Grand Ridge Elementary School,Grand Ridge,1739 NE Park Dr,98029,-122.0047503,47.54680278,10,ISSAQUAH,3629780160,362978,160,School-Elementary,5056
-122.2244706,47.77032642,438,265,111,660,Westhill Elementary School,Westhill,19515 88th Ave NE,98011,-122.2244716,47.77032453,10,NORTHSHORE,626059012,62605,9012,School-Elementary,3287
-122.3413104,47.42512578,439,1252,614898,660,Marvista Elementary School,Marvista,19800 Marine View Dr SW,98166,-122.3413131,47.42512396,10,HIGHLINE,6113400095,611340,95,School-Elementary,3097
-122.2297016,47.35029652,440,380,672022,660,Kent View Christian Elementary School,Kent View Christian,20 49th St NE,98002,-122.2297046,47.35029453,20,AUBURN,9360000135,936000,135,School-Elementary,0
-122.3151045,47.58546965,441,1168,473848,660,Beacon Hill International Elementary School,Beacon Hill,2025 14th Ave S,98144,-122.3151063,47.5854678,10,SEATTLE,1498300850,149830,850,School-Elementary,2070
-122.3040116,47.39838504,442,1365,382195,661,Pacific Middle School,Pacific,22705 24th Ave S,98198,-122.3040144,47.39838318,10,HIGHLINE,1622049239,162204,9239,School-Junior High/Middle,3333
-122.2109908,47.45847526,443,689,608756,660,Talbot Hill Elementary School,Talbot Hill,2300 Talbot Rd S,98055,-122.2109932,47.45847322,10,RENTON,3023059073,302305,9073,School-Elementary,3740
-122.2142678,47.28835679,444,62,51,660,Pioneer Elementary School,Pioneer,2301 M St SE,98002,-122.2142712,47.28835477,10,AUBURN,1921059054,192105,9054,School-Elementary,3227
-122.033725,47.40732798,445,6600044,620395,665,Maintenance,Maint,23015 SE 216th Way,98038,-122.0337277,47.40732552,10,TAHOMA,1022069035,102206,9035,School-Other Facility,0
-122.0049835,47.30983981,446,239,638133,660,Black Diamond Elementary School,Black Diamond,25314 Baker St,98010,-122.0049868,47.30983731,10,ENUMCLAW,844000325,84400,325,School-Elementary,3430
-122.4003966,47.64277887,447,1371,758840,660,Catharine Blaine K-8 School,Catharine Blaine,2550 34th Ave W,98199,-122.4003982,47.64277719,10,SEATTLE,2225039016,222503,9016,School-Elementary,2838
-122.1849754,47.35204297,448,393,8610,660,Pine Tree Elementary School,Pine Tree,27825 118th Ave SE,98030,-122.1849785,47.35204088,10,KENT,3322059125,332205,9125,School-Elementary,3593
-122.2817896,47.35122699,449,16,28,660,Valhalla Elementary School,Valhalla,27847 42nd Ave S,98001,-122.2817927,47.35122511,10,FEDERAL WAY,7967600210,796760,210,School-Elementary,3582
-121.9491024,47.73490255,450,6600626,125984,664,Eagle Rock Multi-Age Program,Eagle Rock,29300 NE 150th St,98019,-121.9491033,47.7349002,10,RIVERVIEW,1826079013,182607,9013,School-Alternative,3006
-122.2274729,47.26397271,451,51,12131,660,Ilalko Elementary School,Ilalko,301 Oravetz Pl SE,98092,-122.2274764,47.26397071,10,AUBURN,3121059007,312105,9007,School-Elementary,4417
-122.2748378,47.52496179,452,1024,515735,660,Dunlap Elementary School,Dunlap,4525 S Cloverdale St,98118,-122.2748399,47.52495988,10,SEATTLE,2123700235,212370,235,School-Elementary,2321
-122.3164093,47.5558692,453,919,477595,660,St George Parish School,St. George,5117 13th Ave S,98108,-122.3164112,47.55586735,20,SEATTLE,5141000220,514100,220,School-Elementary,0
-122.2891045,47.68051061,454,959,749449,660,Concordia Lutheran School,Concordia Lutheran,7040 36th Ave NE,98115,-122.2891059,47.68050874,20,SEATTLE,7974200450,797420,450,School-Elementary,0
-122.3326191,47.69938987,455,1147,251998,663,North Seattle College,North Seattle College,9600 College Way N,98103,-122.3326204,47.69938809,10,SEATTLE,3226049021,322604,9021,School-College or University,0
-122.3464433,47.50228911,456,1193,744863,661,Cascade Middle School-Highline,Cascade,11212 10th Ave SW,98146,-122.3464455,47.50228728,10,HIGHLINE,723049367,72304,9367,School-Junior High/Middle,3163
-122.2631717,47.49886313,457,1310,501718,660,Rainier View Elementary School-Seattle,Rainier View,11650 Beacon Ave S,98178,-122.2631739,47.49886121,10,SEATTLE,3352401300,335240,1300,School-Elementary,3380
-122.3146198,47.74904401,458,6600104,16165,665,Transportation-Shoreline,Transportation,1216 NE 165th St,98155,-122.3146209,47.74904221,10,SHORELINE,826049046,82604,9046,School-Other Facility,0
-122.1018606,47.56985561,459,6600716,235569,664,French Immersion School of Washington,FISW,4211 W Lake Sammamish Pkwy SE,98008,-122.1018625,47.56985335,20,ISSAQUAH,1324059109,132405,9109,School-Alternative,
-122.3756134,47.67142966,460,902,751094,660,St. Alphonsus School,St. Alphonsus,5816 15th Ave NW,98107,-122.3756148,47.67142795,20,SEATTLE,2767900390,276790,390,School-Elementary,0
-122.1893915,47.74664642,461,247,174576,666,Cedar Park Christian School,Cedar Park Christian,16300 112th Ave NE,98011,-122.1893926,47.74664439,20,NORTHSHORE,1726059028,172605,9028,School-K-12,0
-122.2871135,47.5581809,462,6600131,478363,664,Interagency Academy,Interagency Academy,3528 S Ferdinand St,98118,-122.2871155,47.55817901,10,SEATTLE,1703400755,170340,755,School-Alternative,0
-122.2867797,47.61810715,463,1063,924116,660,Epiphany School,Epiphany,3611 E Denny Way,98122,-122.2867814,47.61810527,20,SEATTLE,9103000660,910300,660,School-Elementary,0
-122.3398944,47.65992144,464,6600701,746393,664,Cascadia Elementary School,Cascadia,4400 Interlake Ave N,98103,-122.3398959,47.65991966,10,SEATTLE,7821200700,782120,700,School-Alternative,
-122.396888,47.5654929,465,991,466141,660,Genesee Hill Elementary School,Genesee Hill,5012 SW Genesee St,98116,-122.39689,47.56549117,10,SEATTLE,2095200005,209520,5,School-Elementary,3429
-122.321261,47.69820884,466,970,252771,660,Olympic View Elementary School-Seattle,Olympic View,504 NE 95th St,98115,-122.3212624,47.69820704,10,SEATTLE,5100404840,510040,4840,School-Elementary,2256
-122.2759544,47.55478062,467,6600394,491289,664,Orca K-8 School,Orca,5215 46th Ave S,98118,-122.2759564,47.55477871,10,SEATTLE,1704900242,170490,242,School-Alternative,0
-122.0424017,47.53686664,468,6600362,2416,665,Administrative Building-Issaquah,Admin,565 NW Holly St,98027,-122.0424037,47.53686422,10,ISSAQUAH,2824069012,282406,9012,School-Other Facility,0
-122.2769097,47.54174511,469,6600225,833906,660,Martin Luther King Jr. Elementary School,MLK Jr.,6725 45th Ave S,98118,-122.2769118,47.5417432,10,SEATTLE,3812400550,381240,550,School-Elementary,0
-122.2399607,47.49981386,470,1308,12267,660,Lakeridge Elementary School-Renton,Lakeridge,7400 S 115th St,98178,-122.239963,47.49981189,10,RENTON,1223049096,122304,9096,School-Elementary,2929
-122.0147509,47.18553287,471,6600147,340,660,Sunrise Elementary School-Enumclaw,Sunrise,899 Osceola St S,98022,-122.0147529,47.18553143,10,ENUMCLAW,2620069019,262006,9019,School-Elementary,4289
-122.3018914,47.52069321,472,2361,734353,662,Raisbeck Aviation High School,Raisbeck Aviation,9229 E Marginal Way S,98108,-122.3018936,47.52069133,10,SEATTLE,5729800010,572980,10,School-High,0
-122.1692284,47.68687612,473,478,30825,660,Mark Twain Elementary School-Lake Washington,Mark Twain,9525 130th Ave NE,98033,-122.1692298,47.68687405,10,LAKE WASHINGTON,3888100027,388810,27,School-Elementary,0
-122.2988347,47.35635451,474,89,2362,660,Mark Twain Elementary School-Federal Way,Mark Twain,2450 S Star Lake Rd,98003,-122.2988377,47.35635265,10,FEDERAL WAY,7204800010,720480,10,School-Elementary,3627
-122.3668607,47.30936307,475,326,2384,660,Olympic View Elementary School-Federal Way,Olympic View,2626 SW 327th St,98023,-122.366864,47.30936136,10,FEDERAL WAY,1321039008,132103,9008,School-Elementary,3432
-122.3222489,47.34199088,476,92,2363,660,Nautilus K-8 School,Nautilus K-8,1000 S 289th St,98003,-122.322252,47.34198906,10,FEDERAL WAY,521049005,52104,9005,School-Elementary,3625
-122.1984947,47.5895531,477,127,108249,660,Enatai Elementary School,Enatai,10615 SE 23rd St,98004,-122.1984965,47.58955105,10,BELLEVUE,3860400035,386040,35,School-Elementary,2846
-122.3127167,47.67700932,478,975,338736,662,Roosevelt High School,Roosevelt,1410 NE 66th St,98115,-122.3127182,47.67700749,10,SEATTLE,8826900005,882690,5,School-High,2285
-122.3566612,47.32904043,479,313,868283,660,Adelaide Elementary School,Adelaide,1635 SW 304th St,98023,-122.3566644,47.32903868,10,FEDERAL WAY,1221039084,122103,9084,School-Elementary,3519
-122.339148,47.77006661,480,1133,16147,660,Echo Lake Elementary School,Echo Lake,19345 Wallingford Ave N,98133,-122.3391491,47.77006496,10,SHORELINE,8649100005,864910,5,School-Elementary,3104
-121.9087583,47.6517791,481,6600209,160,665,Administration Center-Riverview,Admin,32240 NE 50th St,98014,-121.9087596,47.65177663,10,RIVERVIEW,1625079060,162507,9060,School-Other Facility,0
-122.3240537,47.65752771,482,6600607,834753,664,John Stanford International Elementary School at Latona,John Stanford Intl,4057 5th Ave NE,98105,-122.3240552,47.6575259,10,SEATTLE,4206901020,420690,1020,School-Alternative,2081
-122.2018409,47.48897199,483,6600372,12188,665,Transportation/Maintenance,Transportation/Maintenance,420 Park Ave N,98057,-122.2018432,47.48896992,10,RENTON,7564600105,756460,105,School-Other Facility,0
-122.3594657,47.51697664,484,885,508163,660,Holy Family Bilingual Catholic School,Holy Family,9615 20th Ave SW,98106,-122.3594679,47.51697483,20,SEATTLE,3004800005,300480,5,School-Elementary,0
-122.1471013,47.48240748,485,752,578016,660,Maplewood Heights Elementary School,Maplewood Heights,130 Jericho Ave SE,98059,-122.1471036,47.48240528,10,RENTON,847100090,84710,90,School-Elementary,3586
-122.0579805,47.22894904,486,311,391899,660,Westwood Elementary School,Westwood,21200 SE 416th St,98022,-122.0579836,47.22894698,10,ENUMCLAW,920069070,92006,9070,School-Elementary,3585
-122.0272957,47.62081093,487,661,12224,660,Samantha Smith Elementary School,Samantha Smith,23305 NE 14th St,98074,-122.0272972,47.62080855,10,LAKE WASHINGTON,2725069032,272506,9032,School-Elementary,0
-122.2171651,47.31198681,488,6600632,713339,665,Auburn Administrative Center,Admin Center,915 4th St NE,98002,-122.2171684,47.3119848,10,AUBURN,2648000090,264800,90,School-Other Facility,0
-122.2956903,47.53753326,489,921,765816,660,Van Asselt Elementary School,Van Asselt,7201 Beacon Ave S,98108,-122.2956924,47.53753137,10,SEATTLE,5129000050,512900,50,School-Elementary,2120
-122.3655985,47.64051594,490,1042,835401,660,Frantz H. Coe Elementary School,Frantz Coe,2424 7th Ave W,98119,-122.3656001,47.6405142,10,SEATTLE,9270200005,927020,5,School-Elementary,2090
-122.3122562,47.36322966,491,448,387264,660,Woodmont K-8 School,Woodmont K-8,26454 16th Ave S,98198,-122.3122592,47.36322782,10,FEDERAL WAY,2822049137,282204,9137,School-Elementary,3328
-122.3053009,47.6215993,492,941,447925,661,Edmonds S. Meany Middle School,Edmond S. Meany,301 21st Ave E,98112,-122.3053025,47.62159745,10,SEATTLE,2825049008,282504,9008,School-Junior High/Middle,0
-122.3030125,47.57404712,493,1179,461331,660,Captain George W. Kimball Elementary School,Kimball ,3200 23rd Ave S,98144,-122.3030144,47.57404525,10,SEATTLE,1624049006,162404,9006,School-Elementary,3478
-122.0605103,47.66813817,494,650,12140,661,Evergreen Middle School,Evergreen,6900 208th Ave NE,98053,-122.0605116,47.6681359,10,LAKE WASHINGTON,825069008,82506,9008,School-Junior High/Middle,4148
-122.1633774,47.72686647,495,506,21186,660,John Muir Elementary School,John Muir,14012 132nd Ave NE,98034,-122.1633786,47.7268644,10,LAKE WASHINGTON,2226059038,222605,9038,School-Elementary,0
-122.1557851,47.37183585,496,576,8603,660,Meridian Elementary School,Meridian,25621 140th Ave SE,98042,-122.155788,47.37183368,10,KENT,2722059062,272205,9062,School-Elementary,2565
-122.0308033,47.61340132,497,2179,12220,662,Eastlake High School,Eastlake,400 228th Ave NE,98074,-122.0308049,47.61339894,10,LAKE WASHINGTON,3425069021,342506,9021,School-High,4439
-122.1705803,47.60403293,498,2156,83,664,International School,International,445 128th Ave SE,98005,-122.1705821,47.60403083,10,BELLEVUE,3325059117,332505,9117,School-Alternative,3522
-122.353646,47.66480048,499,6600706,310251,660,Northwest Montessori - Woodland Park,Northwest Montessori,4910 Phinney Ave N,98103,-122.3536475,47.66479873,20,SEATTLE,9521100045,952110,45,School-Elementary,
-122.2113918,47.46906794,500,2320,597634,663,City University-Renton,City University,555 S Renton Village Pl,98057,-122.2113942,47.46906591,10,RENTON,7231600542,723160,542,School-College or University,0
-122.4543596,47.4286305,501,770,21170,661,McMurray Middle School,McMurray,9329 SW Cemetery Rd,98070,-122.4543622,47.42862885,10,VASHON ISLAND,522039067,52203,9067,School-Junior High/Middle,3667
-122.2948716,47.68258923,502,962,12297,661,Nathan Eckstein Middle School,Nathan Eckstein,3003 NE 75th St,98115,-122.2948731,47.68258737,10,SEATTLE,425049022,42504,9022,School-Junior High/Middle,2729
-122.2150655,47.32927283,503,34,797548,661,Cascade Middle School-Auburn,Cascade,1015 24th St NE,98002,-122.2150687,47.3292708,10,AUBURN,5094400080,509440,80,School-Junior High/Middle,2394
-122.2110835,47.62814203,504,119,163,661,Chinook Middle School-Bellevue,Chinook,2001 98th Ave NE,98004,-122.2110851,47.62814001,10,BELLEVUE,8086000205,808600,205,School-Junior High/Middle,3338
-122.1143244,47.5470214,505,6600718,771055,660,Open Window School,Open Window,6128 168th Pl SE,98006,-122.1143263,47.54701915,20,ISSAQUAH,2424059043,242405,9043,School-Elementary,
-122.3171103,47.61065533,506,10000018,448115,664,Middle College High School at Seattle University,Middle College at Seattle U,901 12th Ave,98122,-122.3171121,47.61065349,10,SEATTLE,2254500555,225450,555,School-Alternative,0
-122.2286393,47.53246201,507,544,9282,660,Lakeridge Elementary School-Mercer Island,Lakeridge,8215 SE 78th St,98040,-122.2286414,47.53246002,10,MERCER ISLAND,2524049015,252404,9015,School-Elementary,2981
-122.1511594,47.74790416,508,6600722,160193,666,Woodinville Montessori School - Woodinville Campus,Woodinville Montessori,13965 NE 166th St,98072,-122.1511604,47.74790208,20,NORTHSHORE,1026059032,102605,9032,School-K-12,
-122.3594346,47.74569215,509,1291,16148,660,Highland Terrace Elementary School,Highland Terrace,100 N 160th St,98133,-122.3594358,47.74569045,10,SHORELINE,1326039052,132603,9052,School-Elementary,3231
-122.3362882,47.61815616,510,2194,441546,663,Cornish College of the Arts,Cornish College,1000 Lenora St,98121,-122.3362899,47.61815436,10,SEATTLE,660001420,66000,1420,School-College or University,0
-122.2627642,47.51042016,511,1312,509318,660,St. Paul School,St. Paul,10001 57th Ave S,98178,-122.2627664,47.51041823,20,SEATTLE,1686400005,168640,5,School-Elementary,0
-122.3693278,47.51320228,512,6600488,528088,661,Explorer West Middle School,Exlplorer West,10015 28th Ave SW,98146,-122.3693299,47.51320047,20,HIGHLINE,123039045,12303,9045,School-Junior High/Middle,0
-122.3441163,47.51331011,513,1206,781976,660,White Center Heights Elementary School,White Center Heights,10015 6th Ave SW,98146,-122.3441184,47.51330828,10,HIGHLINE,2895800020,289580,20,School-Elementary,2639
-122.2076266,47.37340403,514,379,8601,662,Kent-Meridian High School,Kent-Meridian,10020 SE 256th St,98030,-122.2076295,47.37340199,10,KENT,2022059066,202205,9066,School-High,2797
-122.1197881,47.69170034,515,633,12148,661,Redmond Middle School,Redmond Middle,10055 166th Ave NE,98052,-122.1197893,47.69169819,10,LAKE WASHINGTON,3626059032,362605,9032,School-Junior High/Middle,3232
-122.2597576,47.510872,516,6600652,525497,660,Amazing Grace Christian School,Amazing Grace,10056 Renton Ave S,98178,-122.2597597,47.51087007,20,SEATTLE,7131300400,713130,400,School-Elementary,0
-122.3581373,47.63110402,517,1057,417651,660,St. Anne School,St. Anne,101 W Lee St,98119,-122.3581389,47.63110226,20,SEATTLE,1731800825,173180,825,School-Elementary,0
-122.2046375,47.40963084,518,389,630373,660,Panther Lake Elementary School-Kent,Panther Lake,10200 SE 216th St,98031,-122.2046402,47.40962879,10,KENT,822059031,82205,9031,School-Elementary,5178
-122.3481647,47.48911268,519,1204,12387,660,St. Bernadette School,St. Bernadette,1028 SW 128th St,98146,-122.3481669,47.48911085,20,HIGHLINE,3744600925,374460,925,School-Elementary,0
-122.2173585,47.32082164,520,39,32,660,Dick Scobee Elementary School,Dick Scobee,1031 14th St NE,98002,-122.2173617,47.32081963,10,AUBURN,1000047,100,47,School-Elementary,2932
-122.0153975,47.6195697,521,6600673,1008614,660,Rachel Carson Elementary School,Rachel Carson,1035 244th Ave NE,98074,-122.015399,47.6195673,10,LAKE WASHINGTON,2725069016,272506,9016,School-Elementary,5139
-122.1976802,47.6044049,522,112,82,662,Bellevue High School,Bellevue,10416 SE Wolverine Way,98004,-122.1976819,47.60440285,10,BELLEVUE,682000005,68200,5,School-High,2701
-121.3624196,47.70933992,523,6600330,21149,666,Skykomish K-12 School,Skykomish K-12,105 6th St N,98288,-121.3624187,47.70933842,10,SKYKOMISH,5060800005,506080,5,School-K-12,0
-122.1254306,47.60049665,524,226,84,660,Phantom Lake Elementary School,Phantom Lake,1050 160th Ave SE,98008,-122.1254323,47.60049445,10,BELLEVUE,224059037,22405,9037,School-Elementary,3168
-122.3183354,47.62442698,525,830,454290,660,Lowell Elementary School,Lowell,1058 E Mercer St,98102,-122.3183371,47.62442515,10,SEATTLE,6852700355,685270,355,School-Elementary,3714
-122.1986243,47.71549604,526,507,42811,662,Juanita High School,Juanita,10601 NE 132nd St,98034,-122.1986255,47.71549401,10,LAKE WASHINGTON,2926059049,292605,9049,School-High,3771
-122.1986243,47.71549878,527,6600692,42811,664,Futures School,Futures,10601 NE 132nd St,98034,-122.1986256,47.71549676,10,LAKE WASHINGTON,2926059049,292605,9049,School-Alternative,
-122.3506675,47.50617303,528,1199,12268,660,Mount View Elementary School,Mount View,10811 12th Ave SW,98146,-122.3506697,47.5061712,10,HIGHLINE,3451000245,345100,245,School-Elementary,2144
-122.195554,47.65529569,529,2743,8640,664,Emerson K-12,Emerson K-12,10903 NE 53rd St,98033,-122.1955555,47.65529365,10,LAKE WASHINGTON,1725059195,172505,9195,School-Alternative,3855
-122.1955541,47.65529843,530,6600694,8640,664,Emerson High School,Emerson,10903 NE 53rd St,98033,-122.1955556,47.65529639,10,LAKE WASHINGTON,1725059195,172505,9195,School-Alternative,
-122.1938275,47.36631278,531,398,8605,664,Kent Phoenix Academy,Phoenix Academy,11000 SE 264th St,98030,-122.1938305,47.3663107,10,KENT,8830400015,883040,15,School-Alternative,0
-122.2247155,47.29800366,532,67,45,660,Terminal Park Elementary School,Terminal Park,1101 D St SE,98002,-122.2247188,47.29800166,10,AUBURN,1921059053,192105,9053,School-Elementary,2659
-122.152348,47.50163037,533,756,579312,662,Hazen High School,Hazen,1101 Hoquiam Ave NE,98059,-122.1523502,47.50162819,10,RENTON,1023059072,102305,9072,School-High,0
-122.3187546,47.33429067,534,97,2364,661,Sacajawea Middle School,Sacajawea,1101 S Dash Point Rd,98003,-122.3187578,47.33428885,10,FEDERAL WAY,521049024,52104,9024,School-Junior High/Middle,3626
-122.1935403,47.39529273,535,390,632908,660,Park Orchard Elementary School,Park Orchard,11010 SE 232nd St,98031,-122.1935431,47.39529065,10,KENT,1722059155,172205,9155,School-Elementary,3491
-122.2927506,47.70986067,536,2130,12280,661,Jane Addams Middle School,Jane Addams,11051 34th Ave NE,98125,-122.2927519,47.70985882,10,SEATTLE,752000170,75200,170,School-Junior High/Middle,0
-122.1246524,47.69935272,537,624,12143,660,Norman Rockwell Elementary School,Norman Rockwell,11125 162nd Ave NE,98052,-122.1246537,47.69935058,10,LAKE WASHINGTON,3526059091,352605,9091,School-Elementary,0
-122.2908681,47.61223747,538,1068,453428,660,Madrona K-8 School,Madrona ,1121 33rd Ave,98122,-122.2908698,47.61223559,10,SEATTLE,7152200350,715220,350,School-Elementary,2069
-122.3542839,47.50224194,539,1123,500877,660,West Seattle Montessori School & Academy,West Seattle Montessori,11215 15th Ave SW,98146,-122.3542862,47.50224012,20,HIGHLINE,723049112,72304,9112,School-Elementary,0
-122.0314079,47.6000368,540,2172,12227,662,Skyline High School,Skyline,1122 228th Ave SE,98075,-122.0314096,47.60003441,10,ISSAQUAH,324069106,32406,9106,School-High,4495
-122.1898907,47.3800805,541,371,631263,660,George T. Daniel Elementary School,George T. Daniel,11310 SE 248th St,98030,-122.1898936,47.38007841,10,KENT,2022059119,202205,9119,School-Elementary,4413
-122.3146163,47.71345584,542,6600117,256128,664,Hazel Wolf K-8 School,Hazel Wolf,11530 12th Ave NE,98125,-122.3146176,47.71345403,10,SEATTLE,2044500390,204450,390,School-Alternative,0
-121.9096178,47.70055498,543,271,194,660,Stillwater Elementary School,Stillwater,11530 320th Ave NE,98014,-121.9096189,47.70055255,10,RIVERVIEW,3326079040,332607,9040,School-Elementary,4332
-122.166882,47.70461898,544,474,35270,663,Lake Washington Institute of Technology Kirkland Campus,Lake Washington IT,11605 132nd Ave NE,98034,-122.1668832,47.7046169,10,LAKE WASHINGTON,2826059151,282605,9151,School-College or University,5953
-122.166882,47.70461898,545,6600122,35270,664,Washington Network for Innovative Careers,WANIC,11605 132nd Ave NE,98034,-122.1668832,47.7046169,10,LAKE WASHINGTON,2826059151,282605,9151,School-Alternative,0
-122.3293433,47.71483472,546,1149,247853,660,Northgate Elementary School,Northgate,11725 1st Ave NE,98125,-122.3293446,47.71483294,10,SEATTLE,6411600312,641160,312,School-Elementary,3027
-122.1833676,47.7248521,547,2206,8621,660,Robert Frost Elementary School,Robert Frost,11801 NE 140th St,98034,-122.1833687,47.72485005,10,LAKE WASHINGTON,2126059025,212605,9025,School-Elementary,3675
-122.1810246,47.35889546,548,6600646,669319,660,Millennium Elementary School,Millennium,11919 SE 270th St,98030,-122.1810276,47.35889336,10,KENT,2822059052,282205,9052,School-Elementary,4581
-122.3569746,47.68640974,549,855,12397,660,St. John Catholic School,St. John,120 N 79th St,98103,-122.356976,47.68640801,20,SEATTLE,1646501150,164650,1150,School-Elementary,0
-122.3163507,47.61271162,550,6600658,441089,662,Seattle Academy - Upper School,Seattle Academy,1201 E Union St,98122,-122.3163524,47.61270979,20,SEATTLE,3225049015,322504,9015,School-High,0
-122.3174316,47.50943651,551,1265,12259,660,Beverly Park Elementary School,Beverly Park,1201 S 104th St,98168,-122.3174338,47.50943465,10,HIGHLINE,523049202,52304,9202,School-Elementary,2765
-122.1808666,47.67342442,552,473,8631,662,Lake Washington High School,Lake Washington,12033 NE 80th St,98033,-122.180868,47.67342235,10,LAKE WASHINGTON,925059012,92505,9012,School-High,2739
-122.1793566,47.37090836,553,6600419,8602,665,Administration Center-Kent,Admin,12033 SE 256th St,98030,-122.1793595,47.37090626,10,KENT,2822059177,282205,9177,School-Other Facility,0
-122.176032,47.74195215,554,268,110,660,Woodmoor Elementary School,Woodmoor,12225 NE 160th St,98011,-122.1760331,47.7419501,10,NORTHSHORE,1626059011,162605,9011,School-Elementary,4377
-122.3011892,47.49283646,555,1277,12266,660,Hilltop Elementary School,Hilltop,12250 24th Ave S,98168,-122.3011915,47.49283458,10,HIGHLINE,257000231,25700,231,School-Elementary,3165
-122.31382,47.7217223,556,1101,272614,660,St. Matthew School,St. Matthew,1230 NE 127th St,98125,-122.3138213,47.72172049,20,SEATTLE,6414100390,641410,390,School-Elementary,0
-122.1737014,47.64036757,557,157,117736,660,Cherry Crest Elementary School,Cherry Crest,12400 NE 32nd St,98005,-122.1737029,47.64036549,10,BELLEVUE,2125059050,212505,9050,School-Elementary,3742
-122.2923191,47.48148382,558,1267,21154,660,Cascade View Elementary School-Tukwila,Cascade View ,13601 32nd Ave S,98168,-122.2923214,47.48148193,10,TUKWILA,1623049038,162304,9038,School-Elementary,3226
-122.1488881,47.75501263,559,793,83729,666,Chrysalis School,Chrysalis,14241 NE Woodinville Duvall Rd,98072,-122.1488891,47.75501057,20,NORTHSHORE,9517600060,951760,60,School-K-12,0
-122.1832899,47.7669042,560,6600105,176556,666,Woodinville Montessori School - Main Campus,Woodinville Montessori,19102 North Creek Pkwy,98011,-122.1832909,47.76690224,20,NORTHSHORE,6979200320,697920,320,School-K-12,0
-122.350857,47.62140955,561,6600332,439725,664,The Center High School,The Center,305 Harrison St,98109,-122.3508587,47.62140777,10,SEATTLE,1985200305,198520,305,School-Alternative,1856
-122.2489984,47.27099047,562,599,12130,660,Alpac Elementary School,Alpac,310 Milwaukee Blvd N,98047,-122.2490019,47.27098853,10,AUBURN,3621049006,362104,9006,School-Elementary,3825
-122.3359431,47.27749375,563,87,2395,661,Illahee Middle School,Illahee,36001 1st Ave S,98003,-122.3359465,47.27749198,10,FEDERAL WAY,3021049013,302104,9013,School-Junior High/Middle,3898
-122.3489708,47.63796358,564,6600128,414769,664,Queen Anne Elementary School,Queen Anne,411 Boston St,98109,-122.3489724,47.63796181,10,SEATTLE,809003050,80900,3050,School-Alternative,0
-122.2807063,47.32680724,565,11,21,660,Lake Dolloff Elementary School,Lake Dolloff,4200 S 308th St,98001,-122.2807094,47.32680535,10,FEDERAL WAY,1021049002,102104,9002,School-Elementary,3738
-122.1717911,47.56772135,566,182,98,662,Newport High School,Newport,4333 Factoria Blvd SE,98006,-122.171793,47.56771924,10,BELLEVUE,1624059023,162405,9023,School-High,3486
-122.3397847,47.66482012,567,6600649,841015,660,Waldorf School - Kinderhaus Campus,Waldorf Kindergarten,4919 Woodlawn Ave N,98103,-122.3397862,47.66481834,20,SEATTLE,6865200005,686520,5,School-Elementary,0
-122.0296187,47.52430729,568,342,2420,660,Clark Elementary School,Clark,500 2nd Ave SE,98027,-122.0296207,47.52430483,10,ISSAQUAH,3424069030,342406,9030,School-Elementary,2738
